customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
,,14409.0,franca,SP
,290c77bc529b7ac935b93aa66c333dc3,,sao bernardo do campo,SP
4e7b3e00288586ebd08712fdd0374a03,060e732b5b29e8181a18229c7b0b2b5e,1151.0,,SP
b2b6027bc5c5109e529d4dc6358b12c3,259dac757896d24d7702b9acbbff3f3c,8775.0,mogi das cruzes,SP
4f2d8ab171c80ec8364f7c12e35b23ad,345ecd01c38d18a9036ed96c73b8d066,13056.0,,SP
,4c93744516667ad3b8f1fb645a3116a4,89254.0,,
fd826e7cf63160e536e0908c76c3f441,,4534.0,sao paulo,SP
5e274e7a0c3809e14aba7ad5aae0d407,57b2a98a409812fe9618067b6b8ebe4f,35182.0,,
5adf08e34b2e993982a47070956c5c65,1175e95fb47ddff9de6b2b06188f7e0d,81560.0,,
,9afe194fb833f79e300e37e580171f22,,,MG
9fb35e4ed6f0a14a4977cd9aea4042bb,2a7745e1ed516b289ed9b29c7d0539a5,39400.0,montes claros,MG
5aa9e4fdd4dfd20959cad2d772509598,2a46fb94aef5cbeeb850418118cee090,,rio de janeiro,RJ
b2d1536598b73a9abd18e0d75d92f0a3,918dc87cd72cd9f6ed4bd442ed785235,,lencois paulista,SP
eabebad39a88bb6f5b52376faec28612,295c05e81917928d76245e842748184d,5704.0,sao paulo,SP
1f1c7bf1c9b041b292af6c1c4470b753,3151a81801c8386361b62277d7fa5ecf,95110.0,caxias do sul,RS
206f3129c0e4d7d0b9550426023f0a08,,13412.0,piracicaba,SP
a7c125a0a07b75146167b7f04a7f8e98,,22750.0,,
c5c61596a3b6bd0cee5766992c48a9a1,b6e99561fe6f34a55b0b7da92f8ed775,,,SP
9b8ce803689b3562defaad4613ef426f,7f3a72e8f988c6e735ba118d54f47458,,sao paulo,SP
49d0ea0986edde72da777f15456a0ee0,3e6fd6b2f0d499456a6a6820a40f2d79,68485.0,,PA
,e607ede0e63436308660236f5a52da5e,88034.0,florianopolis,SC
690172ab319622688d3b4df42f676898,a96d5cfa0d3181817e2b946f921ea021,74914.0,aparecida de goiania,GO
2938121a40a20953c43caa8c98787fcb,482441ea6a06b1f72fe9784756c0ea75,5713.0,sao paulo,SP
,4390ddbb6276a66ff1736a6710205dca,82820.0,curitiba,PR
cb721d7b4f271fd87011c4c83462c076,a5844ba4bfc8d0cc61d13027c7e63bcc,8225.0,,SP
f681356046d9fde60e70c73a18d65ea2,5f102dd37243f152aec3607970aad100,,santo andre,SP
167bd30a409e3e4127df5a9408ebd394,9c0096673baf55453a50073f12d1a37f,,goiania,
,,4571.0,sao paulo,SP
e0eea8f69a457b3f1fa246e44c9ebefd,4d221875624017bc47b4d1ce7314a5b7,,cachoeiro de itapemirim,ES
e3109970a3fe8021d5ff82c577ce5606,a8654e2af5da6bb72f52c22b164855e1,5528.0,sao paulo,SP
261cb4f92498ca05d5bd1a327a261d9c,424aca6872c5bab80780a8dec03b7516,12235.0,,SP
6f92779347724b67e44e3224f3b4cffd,,,sao roque,SP
2d5831cb2dff7cdefba62e950ae3dc7b,e9dd12dca17352644a959d9dea133935,,,BA
b2bed119388167a954382cca36c4777f,e079b18794454de9d2be5c12b4392294,27525.0,resende,RJ
469634941c27cd844170935a3cf60b95,ef07ba9aa5226f77264ffa5762b2280b,81750.0,curitiba,PR
df0aa5b8586495e0ddf6b601122e43a1,,,sumare,
41c8f4b570869791379a925899a6af8a,fe3634ccefbcdb0537b45fd589e32e8e,7170.0,,SP
54f755c3fd2709231f9964a1430c5218,40febde16f4718a5def537786473b0be,93415.0,novo hamburgo,RS
4c06b42fbf7b97ab10779cda5549cd1c,07d190f123147d9e89d4b922543d7948,65075.0,sao luis,MA
b6368ca0f56d4632f44d58ca431487b2,,88104.0,sao jose,SC
4a0e66fd30684aa1409cd1b66fec77cc,86085586aaa8c5f47ed0b400da64c59d,7176.0,,SP
,5ad58a4e6a1a656b6bed070cadbaa003,35960.0,,MG
a3b0fda37bae14cf754877bed475e80c,,,sao paulo,SP
0ccd415657ae8a6cd1c71b00155a019e,66cc90195ca44cc7ac6a1cd0e1e1e7b2,,guarulhos,
c532a74a3ebf1bacce2e2bcce3783317,91ec50a00ae74d0a229d2efdf4344e1e,,ribeirao preto,
19cecb194f54e614b70d971306a9931b,d251c190ca75786e9ab937982d60d1d4,30320.0,belo horizonte,MG
,233896de79986082f1f479f1f85281cb,38300.0,,MG
c132855c926907970dcf6f2bf0b33a24,a8ae36a2bb6c2bbc3b5d62ede131c9ef,,,SP
df85b96ba2ce3e49bde101b1614f52ac,8d46223c91cbeb93e0930ca8bd8ffca2,83085.0,sao jose dos pinhais,
,,89254.0,,SC
,27cf4b153010911a0957150255a6c6db,5351.0,sao paulo,
79de53946db384e2d7a9bd131792ad17,,,,MG
,d33eeadf54cb883e79be640f38c32cdc,14860.0,barrinha,SP
,3da7750bf3c1dbd724624a60a9f5942b,,,
,d85547cd859833520b311b4458a14c1c,23970.0,parati,
8fcaa9368903f3a9a28aeaff28c14638,3af0b2f7654f613ff1527b997a2ac57e,79804.0,dourados,MS
a9b0d1c26105279e1b8edc63d06bd668,3d49f4455a3947c8dd7e972b3ad8cb76,,,
aa9f03ecd3728c9bd12e6d962c66c7cb,,,,GO
230c0d740401730c7197d16376893525,a302a693d5722d95984e6472150b9391,85808.0,cascavel,
,,60140.0,,CE
4fa19f7da692e6bf9602aaad3c372eda,a2b8841410cf77619574d311cd06fd5e,72270.0,,DF
03f846ad03437d864a8d2a22976dcafe,7677c213007e9a6ec9267ea50b5ce5bc,2075.0,sao paulo,SP
de4e13fd7d6469c5ada77d0843c55e42,0c17f9ac28cbd7323f0f4043e9db5907,96015.0,pelotas,
,332cf4e83e16004ba7dca932ce82475b,90010.0,porto alegre,
cc32707d2e2f7c92ab449f9b28154809,,22440.0,rio de janeiro,RJ
a02f66c3af7b16eec19ddcd98b645fe3,b3548d0cec408ae13d143bb4eeebaa6c,,salto,SP
,,30190.0,belo horizonte,MG
f64cdee66599119324ce57a97e43700d,d89e05e2d23c3d8247aeecd07758004b,13212.0,jundiai,SP
,dad5018ffc0de85eb72f72575b552784,29307.0,cachoeiro de itapemirim,ES
,95700615deef776ed32faa08f0be634e,12280.0,cacapava,SP
,,,fortaleza,CE
97e126f19a6f04b3462619f36862bcd2,d4397835ae287e492b186d497099439a,11310.0,,SP
6d27a9361e591da38c87a5e70253f3f2,76b029c87118a29f2e3de420f5ec2fa2,38408.0,,MG
6810c3dc47f641181fcc7f73275c3d19,7eaa86786b5955ab188db287f4726d79,37720.0,botelhos,MG
b514422efcf14bef34858a0829bef189,b436a108536c1dabbc1d3e808d782df9,24431.0,sao goncalo,RJ
0aae2862f8eac77f10a34f44860720ac,,5890.0,sao paulo,SP
6c9a5923526346cbc0bd7bbd92269c01,cf6d4152d758efc43910e0141ae5b912,3733.0,sao paulo,SP
1b2cb35b19b40b61f953d32ea157b337,,83709.0,araucaria,PR
12d1b4294fef21016c9614eb31e55e15,7556f182460418cf30957e6ce377c674,,sao vicente,SP
,e5dbefdfdf3eff75c8e6cd655f128279,,,RJ
8264e3518163dd09211870b24a5d741d,67d21c8bea9d6017d1b124d3879dd815,,sao paulo,SP
8392e3d4cfeec63f2a8bfea68bf1f91f,fd2d5fdb84e65fa6b54b98b0e2df5645,59655.0,areia branca,
38d1cd89306128348ffdf4cc23f3a50a,d491a65a6ef3c04e145d37395996bad7,4548.0,sao paulo,SP
91ec76836092bba85d11761078ed7bb5,,,,RJ
f9dfa0a2934ffbb22e66924952548be8,bf6e263ffc1f89999827615522b0aa45,13573.0,sao carlos,SP
5a3260cfde2a918b597dada7ddd247bb,,2175.0,sao paulo,SP
,a9a77b4e25980b7ca58cb71f878abb27,37500.0,itajuba,MG
784c407781aa34749a388c9283782b56,eca666aec08df69fe31aa9a11d4a3302,90670.0,porto alegre,
3f6ede29d4c69cd3316d2035b6cec1fb,,9890.0,sao bernardo do campo,SP
6bed27564bd99d78d09c1fac13da56fd,463093247faa080167d77f2e6d1b297d,13321.0,salto,SP
670254dd2e886ffe621b3831afb47d7d,914b142462685e3161cf3a9f4152a028,44380.0,cruz das almas,BA
f7cb015ff73be957ee6a30e2577742c5,e235442a956c524e6c141141171f5801,27700.0,,RJ
ea2196dc456ba36fe4f6b81dca4867d4,,44033.0,feira de santana,BA
09241c552e9fe2420997a6c535e9d408,44e9a1246448bd68a2e3bf0f1966c57a,4537.0,sao paulo,SP
e50a30de3c32f9406a7185f40ce6874d,b4d6e1b900d99b52e901860bc1f44e35,,brasilia,DF
f89c1a6b9c966869e441e55bc14acddc,,13569.0,sao carlos,SP
23e96758fd640560e9b1fbcda90abfc4,9e1f719fe5b17b9c51905fee6d6385c1,5565.0,sao paulo,SP
,,3636.0,sao paulo,SP
5f8b4882b5a4ec7bf6d2107e6cd0cf29,,,niteroi,RJ
ad6891a1937cb8723a2c08ba1ae59873,9dbb05f5577e862337b93feb8f358839,65058.0,,MA
,2b6082a140c439e2df870c85b0aa5e88,2983.0,,
,,4105.0,sao paulo,SP
443b534d0d27a8aa9a184d4869bcbe7a,4071d48a2d0d0bf179c06fc42b962e1f,,jaragua do sul,SC
126cf4e9fd189d2d64bc9b112fd6a5e8,,62016.0,sobral,CE
530220145a68ef57f0cc54faf1061f8c,,35500.0,,MG
4cc465bb8ccb079ba561852ffa794668,7981196c7252350915beb9a7367d40b2,8743.0,,SP
9b7822c67a91b431e9254007b587214d,9d0ac1cdbfc919d676e2c2377abb32c1,,brasilia,
1f6ba909178c5b0e523cabcadb617a4c,,4938.0,,SP
,1f6d48610f32c723924f9af3e88f1c64,2209.0,,SP
560829a36d563e8395cc073071a02bfd,,,paraiba do sul,RJ
b80adce6a72fc096b80a540312a24a95,,,paulista,PE
eb67e9bd3357fbacdbef99759f919573,4bc7250d4b42b3374eb6f41b12429592,4710.0,sao paulo,SP
70a8cfb1730fd53e5c15f2a62e1e5448,29f61e71b90b55a988f45a66bb91bfb7,6382.0,carapicuiba,
,13ac6da47fef1b17b16f511e03b57918,,sao paulo,SP
eb03682e1118b3af176b229932bfa8be,9553802042571deac62d5789ed18a241,95765.0,,RS
db781c2a257ae6fb647104d94c9af367,37e1a83b513512531032b4a9c43bab5d,2631.0,sao paulo,SP
fe6d73ac006153a398439253006e5adc,60f874c577dc096ecd52bd0bf6bd5942,36780.0,astolfo dutra,MG
aa0fbd830c89acc3d79d311ff43d0920,eabd76f3506262b0db0dda1d48394a9b,,,PR
,93bf5d4e752358fa9ea738ebf793cb79,30664.0,belo horizonte,MG
b0964d76975dbc174b623b5a300973d5,24a5c2b24a4467c37e2f54c1b311de93,86990.0,,
,54fccbde5e005f2dbc6ad8d5473c9ac7,,sao paulo,SP
66cc929741c3d1d277e05b4540bf9a8c,1bdff446efb5846d0969eaf8978d4342,15015.0,,
e32daa14dfa90eff675034dc7d462cf3,52e57dd9218d99ea21b26f00c9151761,28909.0,cabo frio,RJ
23ff88906d6e5bfbb904867f888b3658,d04c37e1699d05ba4f5fe7cf2bffc97a,32140.0,contagem,MG
8d1b923f85a34afac5bd669d50417602,82e96a74eeb99b61395a1403630fe437,,uberlandia,MG
,,86640.0,cafeara,PR
3ccb27f9c7ee205656acef98c19fc061,,,porto alegre,RS
ab23bc8d29aaf7a3978d8e819817575b,2e61eefc516ee26837d29fd3d76530fa,14600.0,,SP
c82a5e4fafdbeb34f08928ccfba27d14,,,,PR
7e468d618e16c6e1373fb2c4a522c969,,,belo horizonte,MG
,5ece49e012285b9003d084a4ea8a9c94,,sao bernardo do campo,
,,,sao goncalo,RJ
,b6c083700ca8c135ba9f0f132930d4e8,8686.0,suzano,SP
,1a7a10e9273fca58179bdd0d40843b0c,7243.0,guarulhos,SP
acca74d2a60c03b46a5256c02cef9244,f34cd7fd85a1f8baff886edf09567be3,89120.0,timbo,
cb96e80748675729d4d3857321cacb26,67626c49069bdf05ff127d59a6649948,,,SC
,56636fd22de1a315b8a50d45cf94d859,95340.0,,RS
e255bea28fdeb105b85a23947349cca5,,96215.0,rio grande,RS
8b47e5ba29a9cd9947ee6be2f025ed66,9bbfdf9f7f65b58481e1ed110a2eed46,71665.0,brasilia,DF
c67de3b27c091f07a35cd57362cf225e,0567f279c243671842613f581ed3462c,12929.0,braganca paulista,SP
f0bbb754a5855f669094d5049c09c548,,78600.0,,
,ba66b6edd0756a62cb11be4d4655ed32,4960.0,,SP
d387341bbce5ab96e3647bb0e8d0b55a,,6835.0,embu,SP
f46e1689a2c6031af912a19a489a6329,87edab6661956d4d2f05e205251cf1a4,9784.0,sao bernardo do campo,SP
d6ea00d4a2dca6a01c708931b325a9e5,,,brasilia,DF
2f79ca5a979f66eb36747f4b354be942,bb50112c998293f45f49f49704165768,88840.0,urussanga,SC
a6c49eaa9ed575df1a3476b20668ab3b,,,silvianopolis,MG
2f97782bbc64b71cba9e79d12757479b,7aeb8dc11cd50c32f37fea0435c4e9b1,5874.0,sao paulo,
,b778de6d690edae39654f4444e081771,,gameleiras,MG
f4b8696f625adaeef763cc9cd712c921,,66050.0,,PA
,8dfb24fac32ec7170821d2be63fa9c1c,37701.0,,
154e666b681104319714a99a3ab71e44,,32070.0,contagem,MG
08ef50ea1923ce347f194bbc8d8e40e9,337691bc9242e1d53d521ed78a12ab8d,11065.0,santos,SP
caa060324a30054bae148e4d7ad1da22,05aa2ef3623cdba9ca3e83b91f1eee5c,12970.0,piracaia,
7f2357cfd99c900565e6ffd6d2708d9d,466c3a741a952640c1984a48ebbffbf9,,rio de janeiro,
d8eaef18d54f26637bdd57fb1254bbb6,09f54e88196d12eba479017f13f0e237,,santos,
eb66863a17ee48ce53653ee4afd4af21,,78557.0,sinop,MT
ae8db0691449a44352e7d535ddf78c5e,,11440.0,guaruja,SP
8df178ced93d8d488dfceefc8f619d9a,0b48151c4ac827afeee06ce2d77cc343,6401.0,barueri,
3469ebe2f9aa5e08f1a85ecf20b549e0,755bdc2822a8f01cfcec19ae4dcaae66,5590.0,sao paulo,SP
666bc6ad016f3a24ccc0d0bcd878f8ee,a4813c3f53f0652da225d8410cc615a0,95770.0,feliz,RS
f20afd4cc727293b97398aa1c665e9cc,,4679.0,sao paulo,
e559ddc91d9410c38d576e423ffbb67b,,30330.0,belo horizonte,MG
,610d3e47ad4921adc40aa9fd6bbeeaa5,12270.0,jambeiro,SP
23e22609b3a5ccd8fcf8cd0cf8a28f7f,1da2a3343d3e10a969375849ac5b7f1f,15050.0,,SP
0f3c6edd9f58c263db53fdb1783a249d,3321a75303831a580b0973bbf54900da,,ipatinga,MG
69572b6a8713a15e9f1fa80b1620daf4,,,tupa,SP
4d5110d0a2b5239cb983610da1d18774,,,sao paulo,SP
5195c80d2034a6123f3866574cfffde8,a296df1cf7557b871094bda3d269972e,70750.0,brasilia,DF
bd30c8ec7f7139af7195e1f7f031e131,237c219a24b6a3183a216a5ca00f6edf,,blumenau,
9712f52bb03dbf1e5f778230d13d96cc,49d79c76cf12065b7a08103cdba3e1b8,15275.0,moncoes,SP
21fb2ebc5077f72af04e6ead0763eba5,59150cde6405fb8f31f6dd1882d15754,22290.0,rio de janeiro,RJ
b47973c8ea3acd5c549120a28d31f62c,a05262e3e3de722e0a42cfa3b48e622c,,sao paulo,SP
,f62f269f9ce7c41d20a90f70df873f42,88330.0,balneario camboriu,SC
c4c3372671aab4ba29e3e410ed8fc5e3,,20030.0,rio de janeiro,RJ
,,4723.0,,SP
,,,,MA
9d46b89032f34a48706407829dbb55b5,8dc17b53543ee0ff19970896cfc6c750,79130.0,rio brilhante,MS
,dc643b60537f44f35b2f91610ea64153,36855.0,eugenopolis,MG
a1d79dad5150f0021ad8bc433364aa4f,f1a7919983d547880b4111fd4f77c74d,66055.0,,PA
0ca483f116807018eaa073ff9ad84246,fd3c867c2bcd048675609cf2b0f1aedb,15054.0,,SP
277046fb06e3f5185b0f4a816b811286,05292bc3f6db7fd79133285a32a82d53,13142.0,paulinia,
019200fa574c9eda0fbc82c71fcc8fbe,7530369a1ddf13882910895b0559423d,,sao paulo,SP
668719742fade470e60fa657269c7784,,13214.0,jundiai,SP
,c230d0a507ccf302b339305e2acf3376,3127.0,sao paulo,SP
0f2472966982432136bd3dc7098d5bde,,9030.0,santo andre,SP
,,12240.0,,SP
46c6a82294d359a290ff408b11cbb643,,22251.0,rio de janeiro,
,25775ec7ac8aff278f093e8614bb3331,,campinas,SP
332fa01da1b4e11dfbc8df1ed883a467,317a5bc8cf58c4401e221c74d7a51982,30830.0,,MG
,95363f351776a3f8a43145c79a046053,86806.0,apucarana,
2abea2bf3e5611f7a96f8d24f21a7198,ed62ab8aab76f4d4efc4344ba5ef3a6d,52070.0,recife,PE
,f8f338d24407d8c6da17ada8bf6eb613,,osasco,SP
b25c961cb9da931b083a952527eb8956,,13270.0,valinhos,SP
85c300925a8a3da681a6b021551d239c,a5c133a6a95d06f06939fd961fb8a0c3,,,
49af8d1256e91058af5b255f4fbc0e6d,,69049.0,,
,0d77d20b2c7c92602b0c4ec4fe5997af,95595.0,cidreira,RS
,a40096fc0a3862e9e12bc55b5f8e6ab2,20561.0,,RJ
ba12c461af37457048f420e37de2abab,c68949b701afe5343ce845dd492772e8,97700.0,,RS
852947b57caab58c544343592f5e06d2,4f6d635ff2fd4e30ff5369a7b943eb22,,sao paulo,
5e24c55ef0779a3c578d272ff7c3d4fb,,,sao sepe,
,ca87392503c5a503ff16afc9344ebbe0,78580.0,,MT
80c74074b2a3c419ee813c0b31ef95c7,e9adf7ea1e1dbb166b5024015154104b,7191.0,,SP
314ec9cbe156ddd9cdaa1a9bf021e00e,691d75928efd2c5dd34b678f19783c28,54430.0,jaboatao dos guararapes,PE
,6ad430c5fac5e72b42f74af4ad7e98f3,5451.0,sao paulo,
65c9fdf79fdf0d4b98902fbf9617c171,28da048f094c0c9cbbc5412bcf41b6b0,29395.0,ibatiba,ES
7602193faf4a04077a96dbc64e25e571,,13188.0,hortolandia,SP
84872d1894135d15c4e51ba68ba3e8fb,,2376.0,,SP
,b73b575cfe44692948a64dbdd55703f2,6719.0,cotia,SP
94cce5d77423fc7926d3af0d01f379ef,dc77e5e1396c807043f506f794d8fd1e,27915.0,,RJ
,,89868.0,saudades,SC
,,22220.0,,
411373e81bbd24b0356ca1274e9c03fe,c555d42202667b1e09e50e7667b6a663,,macapa,AP
30e8a49cee668a4435b2f91cc77c9d15,000ec5bff359e1c0ad76a81a45cb598f,18160.0,,SP
,4df9aee56fa602c72756abb22ee60b17,6764.0,taboao da serra,SP
e48f50d453ada5bceb41e239a2dc2065,,75570.0,bom jesus,
,4c592d97ec529a019883285afe424187,95124.0,caxias do sul,RS
,ef2994ab5e93b358146005d4d3db4880,38415.0,,MG
6b4a545e81c747a0f12ec50d9f725d63,533959cf0ee1554e269d8cc79f12a7d1,,santa cruz do rio pardo,SP
,,9950.0,,
b6349bdae88bc7c85c4aeb0cb604dac8,b5d37c728f9ea12eae24f87212cf90fa,,santa ines,BA
55dbeedb7b2bf8d3059f319abe27202f,e44a59cd3178714eaf095face6112af5,23075.0,rio de janeiro,
,941590fb8aef66b3a8352fe7c691879e,48700.0,serrinha,BA
00a39528c677a55852f57235f988b837,9f67d6145893e41e7ada2e646b84f658,,,SP
265655cf1f2dfd4fc630004d1fe5f3cb,fc0a9229ea43fea6c9f9d79c06761a1e,,hortolandia,SP
e0ac2a4e5a234620bfcaef3796384831,,27580.0,itatiaia,
,,25245.0,,RJ
,3a62a4803c77457a96c996a9db36a662,28375.0,varre-sai,RJ
,9ccfff93c79f3dd996cce15f26480c5b,21615.0,rio de janeiro,RJ
6b53c8e698ffdea3353ba3339aacfa95,184ff574579b06c07152f2ba4ae74106,,caxias do sul,RS
,84032c13e75382a35c99ae73156b30b9,20250.0,rio de janeiro,
67a28655b804d6a418964f3dd4e214bc,d10582c312d1c3a03ed8ea136273c54d,29101.0,vila velha,ES
ccb8e120e8af0bbf5a1daa2f21984d7b,97dc91f9e896442f6ac9650bb2a9b594,13053.0,campinas,
ee639599beb251bdf7ac32b18eafcfaa,5aa54d66adf169b992129dd4456b048a,,mangaratiba,RJ
01509d555b8b6775f5847912d8c52d46,cb296f03ccd21cfcb3ba0778c4f3b7d9,12942.0,atibaia,SP
32ef00faaec28f844c83dd9856d67177,,5450.0,,SP
031cd5f826be3d804771e3e3a1b21a1c,,,salvador,BA
0e19f44898c5554faac8f95f1473bb4b,,,maceio,AL
db2da0a7e8fe9eff4dca9a362ce81f2d,75d62b9a2050292984f91605099ca0c6,91350.0,porto alegre,RS
,9aff27e32725e7f7c395e0a79a5d173d,22620.0,rio de janeiro,RJ
e06e47b5560e84764eff2349b2b33f31,b6cdccfa64579c957a905fe68bd435c3,16204.0,birigui,
,2767ebe1fedf70562aa588a37a23080a,,franca,
ac0e954e97b91701a093a47c675c5700,,25675.0,,RJ
70ea60b3eebc4ffc330e070df05f0e00,2c77113623e849d30d75a10480b57108,24220.0,,RJ
75e645f4c54045f7a8d2c28dd10eb587,0ec8a2bcaa8e0b1ca282f7baf9d89513,,,RS
,,13520.0,sao pedro,SP
3714eb406c7704a920e504085717ea5b,56d30b9f16c42d707d89967161296a04,84200.0,jaguariaiva,PR
79adcf02229a33e78f0f5412a2434f53,8c8fccc50566baaed602e3775d9d5665,,rio de janeiro,RJ
,,7847.0,franco da rocha,
dd7eb6ecd787c07ef08423cf05c6e56b,52b0e4c820d4bf6ff9b2f4ca48514319,3609.0,sao paulo,SP
895f2539c30e6bac09c33029e98cfbbd,5bd72a5ba72683010f8385cff8bb92fd,72220.0,brasilia,DF
1b4ff42fd8acd3dc49e2a137021b3524,39e2788db03e5eaeb2935a7e479682c6,12280.0,cacapava,SP
360469aa13eab175485990e06ee97896,99e36749c5c84dc56b13138caac13b55,,jundiai,
